,review_text,review_date,review_star_rating,reviewer_city,review_useful_count,review_funny_count,review_cool_count
49,"You better order quick otherwise the aroma of these spices will leave you no room for those DELICIOUS dishes! Walked into the restaurant for dinner and we got seated right away! Once we were seated our server brought over water and a complimentary snack; 3 pieces of pita-size crackers baked with fennel seeds, yum! She notified us about the service button for when we were ready to order. Service here is prompt just the way I like it!We ordered the Butter Chicken (since it was recommended by many yelpers!), Pulao and Cauliflower Pakora. The Butter Chicken was served in a small circular pot; didn't anticipate it to be such a small portion but, there is the option to upsize! Chicken was kind of dry however, the creamy sauce complimented it and it also went well with the Pulao. The Pulao is cooked with various spices already and it's just as tasty on its own. As for the Cauliflowrr Pakora, I was not much of a fan. It's pretty much like tempura you'd get at a Japanese restaurant however, fried with a chickpea batter. I found it to be quite dry but, hey, if you enjoy cauliflower and chickpea then this is the appetizer for you! The goodness of this place does not stop here. Another AMAZING thing about this place is that it's affordable. When the bill came we were surprised to find the total to be around $23! Pulao for only $3.50?!?!  And the Cauliflower Pakora was around 4 bucks..?!(Even though the price of cauliflower nowadays has skyrocketed!) The most expensive item we had was the Butter Chicken, it was around $13 but even then, it's all worth it! Both of us shared the items and it was plentiful BUT, if you're a big eater then sharing won't do you well. Definitely will return to try the other items on the menu!",2016-02-10,5.0,Toronto,2,1,1
50,"When you ask for hot you get hot! One of the very few places that hasnt dumbed down the food to the point of tastelessness. Also, the food isnt dripping with grease. Another star. Prices are eminently reasonable and the portion size is good for at least 4 meals. They have their own delivery service and you thus miss all the cutesy addons (Doordash where are you?) which add on 15% to the food tab. Special mention to the beef vindaloo which is the best in town. The Madras Shrimp is also very good with lots of large shrimp in the mix. The spicing for each dish is quite distinct as opposed to the one size fits all sauces at places like Mother India. The opportunity to order beef dishes is a definite plus as well. Now if only they would do some Pork dishes I would be ecstatic.My only beef with them is they tend to sprinkle fresh coriander on top and I hate the taste of it.",2019-05-22,4.0,Toronto,0,0,1
51,Indian restaurant that someone recommended but was not really impressed. Food was ok but I have had better. Asked for spicy but they brought out food that my kids could eat. They didn't even have bullet naan. That was my breaking point,2019-06-15,3.0,Commerce,0,0,0
52,"There are 2 locations. But this is my favourite. REASONS WHY, the waitress actually recommend food and they super helpful. At EGLINTON location all they say yeah its good order it. At bloor, you see alot of different cultures which is pretty cool. Their food is totally different And tastier. I love indian food to begin with but for some reason i always end up in this location.",2018-05-24,5.0,West Vancouver,0,0,0
53,Delicious Indian food. Great vegetarian options too. Fast pickup order. We will be back!,2019-06-23,5.0,Toronto,0,0,0
54,"Came here with 2 of my friends, and honestly the food was really good, especially for the price, but all 3 of us got food poisoning right after. :( we all ordered the combo sets with different curries, so my best guess is that it was one of the side dishes that did it.Really wanted to love this place but unfortunately will probably not be coming back.",2018-07-27,1.0,North York,0,0,0
55,"I ordered takeout - pretty good food, although the Samosas were a tad dry for my liking. The tikka Masala was wonderful, but my main complaint would be that it is outrageously overpriced for the amount of food you get",2020-03-13,3.0,Glen Abbey,0,0,0
56,"I live within minutes of little India and yet I make the drive across the city to Banjara when I want great Indian food. Over the years I've had almost all of the chicken dishes, aloo gobi, paneer etc and they are consistently on point. Any given night they are super busy with diners, and take out but they are always pleasant. I'd give them 5 stars if their portions  were larger.",2020-03-21,4.0,Toronto,0,0,0
57,"Probably one of the worst service experience I have had in a restaurant. Not sure if it was cause of discrimination or just unlucky but rite from the food served to the service provided was all disappointing.We ordered Cauliflower Pakoda, House Grill and Andra Chicken. The food was served cold. Made you wonder if it was stale. Had to wait long time for the dishes to arrive. (Specially when others were getting it faster) also there was no person to wait for us be it for taking order, serving water or even asking if we wanted to order anything. I have stricken off this place of my list for Indian restaurants",2018-09-15,1.0,Mahwah,0,0,0
58,"Great food overall - the downgrading is because the chef forgot to, or did not season the food. We asked for salt - as there wasn't any around the tables --- problem solved.",2019-07-06,3.0,Ann Arbor,0,0,0
59,"I tried it for the first time and I have to say that the curry is quite tasty. I tried to Malai Kofta, but based on the dish I am pretty sure the other dishes are good as well. I do think that the naans can get better as I thought it was too buttery and not as fluffy as other naans I had before. But definitely a good place for food if you are craving Indian food!",2018-01-16,4.0,Cupertino,1,0,0
